objective,group,run,tag,file
CLM,gpt_valid/approach3_flops/470M_flops,gpt_470M_1024l_3e19flops_all0.05ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_470M_1024l_3e19flops_all0.05ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/470M_flops,gpt_470M_bsz0.5M_lr4.0_1024_noreg_all0.25ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_470M_bsz0.5M_lr4.0_1024_noreg_all0.25ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/470M_flops,gpt_470M_bsz0.5M_lr4.0_1024_noreg_all0.5ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_470M_bsz0.5M_lr4.0_1024_noreg_all0.5ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/47M_flops,gpt_47M_1024l_1e18flops_bsz250k_all0.02ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_47M_1024l_1e18flops_bsz250k_all0.02ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/47M_flops,gpt_47M_1024l_1e19flops_all0.17ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_47M_1024l_1e19flops_all0.17ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/47M_flops,gpt_47M_1024l_3e18flops_all0.05ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_47M_1024l_3e18flops_all0.05ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/47M_flops,gpt_47M_1024l_3e19flops_all0.5ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_47M_1024l_3e19flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/4B_flops,gpt_3.4b_1024l_1e21flops_all0.25ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings) (1),run-gpt_3.4b_1024l_1e21flops_all0.25ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings) (1).csv
CLM,gpt_valid/approach3_flops/550M_flops,gpt_550M_1024l_1e20flops_all0.15ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_550M_1024l_1e20flops_all0.15ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/550M_flops,gpt_550M_1024l_3e19flops_all0.05ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_550M_1024l_3e19flops_all0.05ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/550M_flops,gpt_550M_1024l_3e20flops_all0.45ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_550M_1024l_3e20flops_all0.45ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/5B_flops,gpt_5b_1024_noreg_all0.25ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_5b_1024_noreg_all0.25ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/5B_flops,gpt_5b_1024l_1e21flops_all0.17ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_5b_1024l_1e21flops_all0.17ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/65M_flops,gpt_49M_1024l_1e18flops_bsz250k_all0.01ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_49M_1024l_1e18flops_bsz250k_all0.01ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/65M_flops,gpt_49M_1024l_1e19flops_all0.13ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_49M_1024l_1e19flops_all0.13ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/65M_flops,gpt_49M_1024l_3e18flops_all0.04ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_49M_1024l_3e18flops_all0.04ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/65M_flops,gpt_49M_1024l_3e19flops_all0.38ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_49M_1024l_3e19flops_all0.38ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/65M_flops,gpt_49M_1024l_6e18flops_all0.08ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_49M_1024l_6e18flops_all0.08ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/65M_flops,gpt_49M_1024l_6e19flops_all0.75ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_49M_1024l_6e19flops_all0.75ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/65M_flops,gpt_49M_bsz0.5M_lr6.0_1024_noreg_all0.25ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_49M_bsz0.5M_lr6.0_1024_noreg_all0.25ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/680M_flops,gpt_500M_1024l_1e20flops_all0.12ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_500M_1024l_1e20flops_all0.12ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/680M_flops,gpt_500M_1024l_3e20flops_all0.37ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_500M_1024l_3e20flops_all0.37ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/680M_flops,gpt_500M_bsz0.5M_lr3.5_1024_noreg_all0.25ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_500M_bsz0.5M_lr3.5_1024_noreg_all0.25ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/680M_flops,gpt_500M_bsz0.5M_lr3.5_1024_noreg_all0.5ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_500M_bsz0.5M_lr3.5_1024_noreg_all0.5ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/680M_flops,gpt_500M_bsz0.5M_lr3.5_1024_noreg_all0.75ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_500M_bsz0.5M_lr3.5_1024_noreg_all0.75ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/680M_flops,gpt_500M_bsz0.5M_lr3.5_1024_noreg_all1ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_500M_bsz0.5M_lr3.5_1024_noreg_all1ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/6B_flops,gpt_6b_1024l_1e21flops_all0.13ep_wu10,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_6b_1024l_1e21flops_all0.13ep_wu10-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/6M_flops,tensorboard_gpt_10M_1024l_1e18flops_all0.06ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-tensorboard_gpt_10M_1024l_1e18flops_all0.06ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/6M_flops,tensorboard_gpt_6M_1024l_3e18flops_all0.39ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-tensorboard_gpt_6M_1024l_3e18flops_all0.39ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/7B_flops,gpt_7b_1024_noreg_all1.32ep_pg2xlg_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),dep-run-gpt_7b_1024_noreg_all1.32ep_pg2xlg_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/7B_flops,gpt_7b_1024l_1e21flops_all0.11ep_wu10,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_7b_1024l_1e21flops_all0.11ep_wu10-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/85M_flops,gpt_85M_1024l_1e18flops_bsz250k_all0.01ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_85M_1024l_1e18flops_bsz250k_all0.01ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/85M_flops,gpt_85M_1024l_1e19flops_all0.1ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_85M_1024l_1e19flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/85M_flops,gpt_85M_1024l_3e18flops_all0.03ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_85M_1024l_3e18flops_all0.03ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/85M_flops,gpt_85M_1024l_3e19flops_all0.3ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_85M_1024l_3e19flops_all0.3ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/85M_flops,gpt_85M_bsz0.5M_lr5.5_1024_noreg_all0.25ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_85M_bsz0.5M_lr5.5_1024_noreg_all0.25ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/85M_flops,gpt_85M_bsz0.5M_lr5.5_1024_noreg_all0.5ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_85M_bsz0.5M_lr5.5_1024_noreg_all0.5ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/85M_flops,gpt_85M_bsz0.5M_lr5.5_1024_noreg_all0.75ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_85M_bsz0.5M_lr5.5_1024_noreg_all0.75ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/85M_flops,gpt_85M_bsz0.5M_lr5.5_1024_noreg_all1ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_85M_bsz0.5M_lr5.5_1024_noreg_all1ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/880M_flops,gpt_880M_1024l_1e20flops_all0.09ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_880M_1024l_1e20flops_all0.09ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/880M_flops,gpt_880M_1024l_3e20flops_all0.28ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_880M_1024l_3e20flops_all0.28ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/880M_flops,gpt_880M_lr3.5_1024l_all0.94ep_1e21flops,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_880M_lr3.5_1024l_all0.94ep_1e21flops-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,gpt_valid/approach3_flops/880M_flops,tensorboard_gpt_880M_1024l_1e20flops_all0.09ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-tensorboard_gpt_880M_1024l_1e20flops_all0.09ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,transfer_valid/gpt/ft,gpt_1.7b_1024_noreg_all0.5ep_bf16,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_1.7b_1024_noreg_all0.5ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,transfer_valid/gpt/scratch,gpt_130M_1024l_1e19flops_all0.07ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_130M_1024l_1e19flops_all0.07ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,transfer_valid/gpt/scratch,gpt_230M_1024l_3e19flops_all0.1ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_230M_1024l_3e19flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,transfer_valid/gpt/scratch,gpt_470M_1024l_1e20flops_all0.18ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_470M_1024l_1e20flops_all0.18ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,transfer_valid/gpt/scratch,gpt_880M_1024l_3e20flops_all0.28ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt_880M_1024l_3e20flops_all0.28ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
CLM,transfer_valid/gpt/tokens,gpt_1.7b_1024_noreg_all0.5ep_bf16,lm-loss-validation_valid_lm loss validation vs tokens,run-gpt_1.7b_1024_noreg_all0.5ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
CLM,transfer_valid/gpt/tokens,gpt_230M_1024l_3e19flops_all0.1ep,lm-loss-validation_valid_lm loss validation vs tokens,run-gpt_230M_1024l_3e19flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
CLM,transfer_valid/gpt/tokens,gpt_470M_1024l_1e20flops_all0.18ep,lm-loss-validation_valid_lm loss validation vs tokens,run-gpt_470M_1024l_1e20flops_all0.18ep-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
CLM,transfer_valid/gpt/tokens,gpt_880M_1024l_3e20flops_all0.28ep,lm-loss-validation_valid_lm loss validation vs tokens,run-gpt_880M_1024l_3e20flops_all0.28ep-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
CLM,ur50_all1ep_training_loss/all1ep_clm_150M,gpt_157m_1024_noreg_lr4e-4_all1ep,lm-loss-training_lm loss vs tokens,run-gpt_157m_1024_noreg_lr4e-4_all1ep-tag-lm-loss-training_lm loss vs tokens.csv
CLM,ur50_all1ep_training_loss/all1ep_clm_1b,gpt_1b_1024_lr3.0_noreg_all1ep_bf16,lm-loss-training_lm loss vs tokens,run-gpt_1b_1024_lr3.0_noreg_all1ep_bf16-tag-lm-loss-training_lm loss vs tokens.csv
CLM,ur50_all1ep_training_loss/all1ep_clm_3b,gpt_3b_1024_noreg_all1ep_bf16,lm-loss-training_lm loss vs tokens,run-gpt_3b_1024_noreg_all1ep_bf16-tag-lm-loss-training_lm loss vs tokens.csv
CLM,ur50_all1ep_training_loss/ur50_clm_150M,gpt_157m_1024_noreg_lr4e-4_ur50,lm-loss-training_lm loss vs tokens,run-gpt_157m_1024_noreg_lr4e-4_ur50-tag-lm-loss-training_lm loss vs tokens.csv
CLM,ur50_all1ep_training_loss/ur50_clm_1b,gpt_1b_1024_lr3.0_noreg_ur50_bf16,lm-loss-training_lm loss vs tokens,run-gpt_1b_1024_lr3.0_noreg_ur50_bf16-tag-lm-loss-training_lm loss vs tokens.csv
CLM,ur50_all1ep_training_loss/ur50_clm_3b,gpt_3b_1024_noreg_ur50_bf16,lm-loss-training_lm loss vs tokens,run-gpt_3b_1024_noreg_ur50_bf16-tag-lm-loss-training_lm loss vs tokens.csv
CLM,ur50_all1ep_valid_loss/all1ep_clm_150M,gpt_157m_1024_noreg_lr4e-4_all1ep,lm-loss-validation_valid_lm loss validation ppl vs tokens,run-gpt_157m_1024_noreg_lr4e-4_all1ep-tag-lm-loss-validation_valid_lm loss validation ppl vs tokens.csv
CLM,ur50_all1ep_valid_loss/all1ep_clm_1b,gpt_1b_1024_lr3.0_noreg_all1ep_bf16,lm-loss-validation_valid_lm loss validation vs tokens,run-gpt_1b_1024_lr3.0_noreg_all1ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
CLM,ur50_all1ep_valid_loss/all1ep_clm_3b,gpt_3b_1024_noreg_all1ep_bf16,lm-loss-validation_valid_lm loss validation ppl vs tokens,run-gpt_3b_1024_noreg_all1ep_bf16-tag-lm-loss-validation_valid_lm loss validation ppl vs tokens.csv
CLM,ur50_all1ep_valid_loss/ur50_clm_150M,gpt_157m_1024_noreg_lr4e-4_ur50,lm-loss-validation_valid_lm loss validation ppl vs tokens,run-gpt_157m_1024_noreg_lr4e-4_ur50-tag-lm-loss-validation_valid_lm loss validation ppl vs tokens.csv
CLM,ur50_all1ep_valid_loss/ur50_clm_1b,gpt_1b_1024_lr3.0_noreg_ur50_bf16,lm-loss-validation_valid_lm loss validation vs tokens,run-gpt_1b_1024_lr3.0_noreg_ur50_bf16-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
CLM,ur50_all1ep_valid_loss/ur50_clm_3b,gpt_3b_1024_noreg_ur50_bf16,lm-loss-validation_valid_lm loss validation ppl vs tokens,run-gpt_3b_1024_noreg_ur50_bf16-tag-lm-loss-validation_valid_lm loss validation ppl vs tokens.csv
MLM,mask_ratio_data/154M,,,mask_0.40.csv
MLM,mask_ratio_data/154M,,,mask_0.60.csv
MLM,mask_ratio_data/154M,,,mask_0.05.csv
MLM,mask_ratio_data/154M,,,mask_0.20.csv
MLM,mask_ratio_data/154M,,,mask_0.10.csv
MLM,mask_ratio_data/154M,,,mask_0.30.csv
MLM,mask_ratio_data/154M,,,mask_0.15.csv
MLM,mask_ratio_data/154M,,,mask_0.25.csv
MLM,mask_ratio_data/85M,,,mask_0.40.csv
MLM,mask_ratio_data/85M,,,mask_0.60.csv
MLM,mask_ratio_data/85M,,,mask_0.05.csv
MLM,mask_ratio_data/85M,,,mask_0.20.csv
MLM,mask_ratio_data/85M,,,mask_0.10.csv
MLM,mask_ratio_data/85M,,,mask_0.30.csv
MLM,mask_ratio_data/85M,,,mask_0.15.csv
MLM,mask_ratio_data/85M,,,mask_0.25.csv
MLM,mlm_valid/approach3_flops/1.2B_flops,mlm_1b_1024l_1e20flops_all0.07ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_1b_1024l_1e20flops_all0.07ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/1.2B_flops,mlm_1b_1024l_1e21flops_all0.69ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_1b_1024l_1e21flops_all0.69ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/1.2B_flops,mlm_1b_1024l_3e20flops_all0.21ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_1b_1024l_3e20flops_all0.21ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/1.2B_flops,mlm_1b_all0.75ep_noreg_tk200b_cl1024_bsz1m_scratch,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_1b_all0.75ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/1.2B_flops,mlm_1b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_1b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/1.5B_flops,mlm_1.5b_1024l_1e20flops_all0.05ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_1.5b_1024l_1e20flops_all0.05ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/1.5B_flops,mlm_1.5b_1024l_1e21flops_all0.5ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_1.5b_1024l_1e21flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/1.5B_flops,mlm_1.5b_1024l_3e20flops_all0.16ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_1.5b_1024l_3e20flops_all0.16ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/1.7B_flops,mlm_1.7b_1024l_1e21flops_all0.5ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_1.7b_1024l_1e21flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/1.7B_flops,mlm_1.7b_1024l_3e20flops_all0.14ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_1.7b_1024l_3e20flops_all0.14ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/106M_flops,mlm_106M_1024l_1e19flops_all0.08ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_106M_1024l_1e19flops_all0.08ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/106M_flops,mlm_106M_1024l_1e20flops_all0.78ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_106M_1024l_1e20flops_all0.78ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/106M_flops,mlm_106M_1024l_3e18flops_all0.02ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_106M_1024l_3e18flops_all0.02ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/106M_flops,mlm_106M_1024l_3e19flops_all0.24ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_106M_1024l_3e19flops_all0.24ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/10B_flops,mlm_10b_all1.33ep_noreg_tk263b_cl1024_bsz1m_scratch,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_10b_all1.33ep_noreg_tk263b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/10M_flops,mlm_10.1M_1024l_1e18flops_all0.09ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_10.1M_1024l_1e18flops_all0.09ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/127M_flops,mlm_130M_1024l_1e19flops_all0.07ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_130M_1024l_1e19flops_all0.07ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/127M_flops,mlm_130M_1024l_1e20flops_all0.65ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_130M_1024l_1e20flops_all0.65ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/127M_flops,mlm_130M_1024l_3e19flops_all0.2ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_130M_1024l_3e19flops_all0.2ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/13M_flops,mlm_10M_1024l_1e18flops_all0.06ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_10M_1024l_1e18flops_all0.06ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/13M_flops,mlm_10M_1024l_1e19flops_all0.63ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_10M_1024l_1e19flops_all0.63ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/13M_flops,mlm_10M_1024l_3e18flops_all0.19ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_10M_1024l_3e18flops_all0.19ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/154M_flops,mlm_154M_1024l_1e20flops_all0.5ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_154M_1024l_1e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/154M_flops,mlm_154M_1024l_3e18flops_all0.02ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_154M_1024l_3e18flops_all0.02ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/154M_flops,mlm_154M_1024l_3e19flops_all0.16ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_154M_1024l_3e19flops_all0.16ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/154M_flops,mlm_154M_all1ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_154M_all1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/170M_flops,mlm_170M_1024l_1e20flops_all0.5ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_170M_1024l_1e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
