objective,group,run,tag,file
MLM,mlm_valid/approach3_flops/170M_flops,mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/2.4B_flops,mlm_2.4b_1024l_1e21flops_all0.35ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_2.4b_1024l_1e21flops_all0.35ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/2.4B_flops,mlm_2.4b_1024l_3e20flops_all0.1ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_2.4b_1024l_3e20flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/2.8B_flops,mlm_3b_1024l_1e21flops_all0.3ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_3b_1024l_1e21flops_all0.3ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/2.8B_flops,mlm_3b_1024l_3e20flops_all0.09ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_3b_1024l_3e20flops_all0.09ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/2.8B_flops,mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/230M_flops,mlm_230M_1024l_1e19flops_all0.04ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_230M_1024l_1e19flops_all0.04ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/230M_flops,mlm_230M_1024l_1e20flops_all0.36ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_230M_1024l_1e20flops_all0.36ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/230M_flops,mlm_230M_1024l_2e20flops_all0.75ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_230M_1024l_2e20flops_all0.75ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/230M_flops,mlm_230M_1024l_3e19flops_all0.1ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_230M_1024l_3e19flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/230M_flops,mlm_230M_1024l_3e20flops_all1ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_230M_1024l_3e20flops_all1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/25M_flops,mlm_25.1M_1024l_1e18flops_all0.03ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_25.1M_1024l_1e18flops_all0.03ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/25M_flops,mlm_25.1M_1024l_1e19flops_all0.3ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_25.1M_1024l_1e19flops_all0.3ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/25M_flops,mlm_25.1M_1024l_3e18flops_all0.1ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_25.1M_1024l_3e18flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/25M_flops,mlm_25.1M_1024l_3e19flops_all1ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_25.1M_1024l_3e19flops_all1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/280M,mlm_280M_all0.48ep_1.5e20,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_280M_all0.48ep_1.5e20-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/3.4B_flops,mlm_3.4b_1024l_1e21flops_all0.25ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_3.4b_1024l_1e21flops_all0.25ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/300M_flops,mlm_300M_1024l_1e19flops_all0.03ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_300M_1024l_1e19flops_all0.03ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/300M_flops,mlm_300M_1024l_1e20flops_all0.25ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_300M_1024l_1e20flops_all0.25ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/300M_flops,mlm_300M_1024l_3e19flops_all0.08ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_300M_1024l_3e19flops_all0.08ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/300M_flops,mlm_300M_1024l_3e20flops_all0.75ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_300M_1024l_3e20flops_all0.75ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/34M_flops,mlm_25M_1024l_1e18flops_all0.02ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_25M_1024l_1e18flops_all0.02ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/34M_flops,mlm_25M_1024l_1e19flops_all0.25ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_25M_1024l_1e19flops_all0.25ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/34M_flops,mlm_25M_1024l_3e18flops_all0.07ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_25M_1024l_3e18flops_all0.07ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/34M_flops,mlm_25M_1024l_3e19flops_all0.75ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_25M_1024l_3e19flops_all0.75ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/393M_flops,mlm_393M_1024l_1e20flops_all0.21ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_393M_1024l_1e20flops_all0.21ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/393M_flops,mlm_393M_1024l_3e19flops_all0.06ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_393M_1024l_3e19flops_all0.06ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/393M_flops,mlm_393M_1024l_3e20flops_all0.64ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_393M_1024l_3e20flops_all0.64ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/470M_flops,mlm_470M_1024l_1e20flops_all0.18ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_470M_1024l_1e20flops_all0.18ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/470M_flops,mlm_470M_1024l_3e19flops_all0.05ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_470M_1024l_3e19flops_all0.05ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/470M_flops,mlm_470M_1024l_3e20flops_all0.5ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_470M_1024l_3e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/47M_flops,mlm_47M_1024l_1e19flops_all0.17ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_47M_1024l_1e19flops_all0.17ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/47M_flops,mlm_47M_1024l_3e19flops_all0.5ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_47M_1024l_3e19flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/4B_flops,mlm_4b_1024l_1e21flops_all0.2ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_4b_1024l_1e21flops_all0.2ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/550M_flops,mlm_550M_1024l_1e20flops_all0.15ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_550M_1024l_1e20flops_all0.15ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/550M_flops,mlm_550M_1024l_3e19flops_all0.05ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_550M_1024l_3e19flops_all0.05ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/550M_flops,mlm_550M_1024l_3e20flops_all0.45ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_550M_1024l_3e20flops_all0.45ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/5B_flops,mlm_5b_1024l_1e21flops_all0.17ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_5b_1024l_1e21flops_all0.17ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/609M_flops,mlm_609M_all0.58ep_4e20,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_609M_all0.58ep_4e20-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/65M_flops,mlm_49M_1024l_1e19flops_all0.13ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_49M_1024l_1e19flops_all0.13ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/65M_flops,mlm_49M_1024l_3e18flops_all0.04ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_49M_1024l_3e18flops_all0.04ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/65M_flops,mlm_49M_1024l_3e19flops_all0.38ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_49M_1024l_3e19flops_all0.38ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/65M_flops,mlm_49M_1024l_bsz256_1e18flops_all0.01ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_49M_1024l_bsz256_1e18flops_all0.01ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/680M_flops,mlm_500M_1024l_1e20flops_all0.12ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_500M_1024l_1e20flops_all0.12ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/680M_flops,mlm_500M_1024l_3e20flops_all0.37ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_500M_1024l_3e20flops_all0.37ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/6M_flops,mlm_6M_1024l_1e18flops_all0.13ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_6M_1024l_1e18flops_all0.13ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/6M_flops,mlm_6M_1024l_3e18flops_all0.39ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_6M_1024l_3e18flops_all0.39ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/736M_flops,mlm_736M_all0.58ep_5e20,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_736M_all0.58ep_5e20-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/7B_flops,mlm_7b_1024l_1e21flops_all0.11ep_lr1.2,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_7b_1024l_1e21flops_all0.11ep_lr1.2-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/85M_flops,mlm_85M_1024l_1e19flops_all0.1ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_85M_1024l_1e19flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/85M_flops,mlm_85M_1024l_3e18flops_all0.03ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_85M_1024l_3e18flops_all0.03ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/85M_flops,mlm_85M_1024l_bsz256_1e18flops_all0.01ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_85M_1024l_bsz256_1e18flops_all0.01ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/85M_flops,mlm_85M_all0.75ep_noreg_tk150b_cl1024_bsz0.5m_scratch,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_85M_all0.75ep_noreg_tk150b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/85M_flops,mlm_85M_all1ep_noreg_tk200b_cl1024_bsz0.5m_scratch,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_85M_all1ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/880M_flops,mlm_880M_1024l_1e20flops_all0.09ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_880M_1024l_1e20flops_all0.09ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/880M_flops,mlm_880M_1024l_1e21flops_all0.28ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_880M_1024l_1e21flops_all0.28ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/880M_flops,mlm_880M_1024l_3e20flops_all0.28ep_fix,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_880M_1024l_3e20flops_all0.28ep_fix-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,mlm_valid/approach3_flops/880M_flops,mlm_880M_1024l_6e20flops_all0.5ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_880M_1024l_6e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,transfer_valid/gpt/ft,gpt1e19_transfer_from_mlm5.5e19_130M,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt1e19_transfer_from_mlm5.5e19_130M-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,transfer_valid/gpt/ft,gpt1e20_transfer_from_mlm3e20_470M,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt1e20_transfer_from_mlm3e20_470M-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,transfer_valid/gpt/ft,gpt3e19_transfer_from_mlm1.18e20_230M,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt3e19_transfer_from_mlm1.18e20_230M-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,transfer_valid/gpt/ft,gpt3e20_transfer_from_mlm6.7e20_880M_2,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-gpt3e20_transfer_from_mlm6.7e20_880M_2-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,transfer_valid/gpt/tokens,gpt1e20_transfer_from_mlm3e20_470M,lm-loss-validation_valid_lm loss validation vs tokens,run-gpt1e20_transfer_from_mlm3e20_470M-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
MLM,transfer_valid/gpt/tokens,gpt1e21_transfer_from_mlm1.65e21_1.7b,lm-loss-validation_valid_lm loss validation vs tokens,run-gpt1e21_transfer_from_mlm1.65e21_1.7b-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
MLM,transfer_valid/gpt/tokens,gpt3e19_transfer_from_mlm1.18e20_230M,lm-loss-validation_valid_lm loss validation vs tokens,run-gpt3e19_transfer_from_mlm1.18e20_230M-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
MLM,transfer_valid/gpt/tokens,gpt3e20_transfer_from_mlm6.7e20_880M_2,lm-loss-validation_valid_lm loss validation vs tokens,run-gpt3e20_transfer_from_mlm6.7e20_880M_2-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
MLM,transfer_valid/mlm/ft,mlm1e19_transfer_from_gpt1e18_25M.sh,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm1e19_transfer_from_gpt1e18_25M.sh-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,transfer_valid/mlm/ft,mlm1e20_transfer_from_gpt2.3e19_200M.sh,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm1e20_transfer_from_gpt2.3e19_200M.sh-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,transfer_valid/mlm/ft,mlm1e21_transfer_from_gpt5.3e20_1b,lm-loss-training_lm loss vs gigaflos (without embeddings),run-mlm1e21_transfer_from_gpt5.3e20_1b-tag-lm-loss-training_lm loss vs gigaflos (without embeddings).csv
MLM,transfer_valid/mlm/ft,mlm3e19_transfer_from_gpt5.2e18_85M.sh,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm3e19_transfer_from_gpt5.2e18_85M.sh-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,transfer_valid/mlm/ft,mlm3e20_transfer_from_gpt1e20_470M,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings) (1),run-mlm3e20_transfer_from_gpt1e20_470M-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings) (1).csv
MLM,transfer_valid/mlm/scratch,mlm_1b_1024l_1e21flops_all0.69ep,lm-loss-training_lm loss vs gigaflos (without embeddings),run-mlm_1b_1024l_1e21flops_all0.69ep-tag-lm-loss-training_lm loss vs gigaflos (without embeddings).csv
MLM,transfer_valid/mlm/scratch,mlm_200M_1024l_1e20flops_all0.41ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_200M_1024l_1e20flops_all0.41ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,transfer_valid/mlm/scratch,mlm_25M_1024l_1e19flops_all0.25ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_25M_1024l_1e19flops_all0.25ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,transfer_valid/mlm/scratch,mlm_470M_1024l_3e20flops_all0.5ep,lm-loss-training_lm loss vs gigaflos (without embeddings),run-mlm_470M_1024l_3e20flops_all0.5ep-tag-lm-loss-training_lm loss vs gigaflos (without embeddings).csv
MLM,transfer_valid/mlm/scratch,mlm_85M_1024l_3e19flops_all0.3ep,lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings),run-mlm_85M_1024l_3e19flops_all0.3ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
MLM,transfer_valid/mlm/tokens,,,1.2B_1e21_clm_pretrain_5.3e20.csv
MLM,transfer_valid/mlm/tokens,,,1.2B_1e21.csv
MLM,transfer_valid/mlm/tokens,,,25M_1e19_clm_pretrain_1e18.csv
MLM,transfer_valid/mlm/tokens,,,470M_3e20_clm_pretrain_1e20.csv
MLM,transfer_valid/mlm/tokens,,,85M_3e19.csv
MLM,transfer_valid/mlm/tokens,,,200M_1e20.csv
MLM,transfer_valid/mlm/tokens,,,200M_1e20_clm_pretrain_2.3e19.csv
MLM,transfer_valid/mlm/tokens,,,470M_3e20.csv
MLM,transfer_valid/mlm/tokens,,,25M_1e19.csv
MLM,transfer_valid/mlm/tokens,,,85M_3e19_clm_pretrain_5.2e18.csv
MLM,ur50_all1ep_training_loss/all1ep_mlm_150M,mlm_154M_all1ep,lm-loss-training_lm loss vs tokens,run-mlm_154M_all1ep-tag-lm-loss-training_lm loss vs tokens.csv
MLM,ur50_all1ep_training_loss/all1ep_mlm_3b,mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch,lm-loss-training_lm loss vs tokens,run-mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-training_lm loss vs tokens.csv
MLM,ur50_all1ep_training_loss/ur50_mlm_150M,mlm_154M_ur50,lm-loss-training_lm loss vs samples,run-mlm_154M_ur50-tag-lm-loss-training_lm loss vs samples.csv
MLM,ur50_all1ep_training_loss/ur50_mlm_150M,mlm_154M_ur50,lm-loss-validation_valid_lm loss validation vs tokens,run-mlm_154M_ur50-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
MLM,ur50_all1ep_training_loss/ur50_mlm_3b,mlm_3b_ur50_noreg_tk200b_cl1024_bsz1m_scratch,lm-loss-training_lm loss vs tokens,run-mlm_3b_ur50_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-training_lm loss vs tokens.csv
MLM,ur50_all1ep_training_loss/ur50_mlm_3b_epoch_shuffle,mlm_3b_overfit_bsz1m,lm-loss-training_lm loss vs tokens,run-mlm_3b_overfit_bsz1m-tag-lm-loss-training_lm loss vs tokens.csv
MLM,ur50_all1ep_training_loss/ur50_mlm_3b_full_shuffle,mlm_3b_overfit_bsz1m_2,lm-loss-training_lm loss vs tokens,run-mlm_3b_overfit_bsz1m_2-tag-lm-loss-training_lm loss vs tokens.csv
MLM,ur50_all1ep_valid_loss/all1ep_mlm_150M,mlm_154M_1ep,lm-loss-validation_valid_lm loss validation ppl vs tokens,run-mlm_154M_1ep-tag-lm-loss-validation_valid_lm loss validation ppl vs tokens.csv
MLM,ur50_all1ep_valid_loss/all1ep_mlm_150M,mlm_154M_all1ep,lm-loss-validation_valid_lm loss validation vs tokens,run-mlm_154M_all1ep-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
MLM,ur50_all1ep_valid_loss/all1ep_mlm_3b,mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch,lm-loss-validation_valid_lm loss validation vs tokens (1),run-mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs tokens (1).csv
MLM,ur50_all1ep_valid_loss/all1ep_mlm_3b,mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch,lm-loss-validation_valid_lm loss validation ppl vs tokens,run-mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation ppl vs tokens.csv
MLM,ur50_all1ep_valid_loss/ur50_mlm_150M,mlm_154M_ur50,lm-loss-validation_valid_lm loss validation vs tokens,run-mlm_154M_ur50-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
MLM,ur50_all1ep_valid_loss/ur50_mlm_150M,mlm_154M_ur50_2,lm-loss-validation_valid_lm loss validation ppl vs tokens,run-mlm_154M_ur50_2-tag-lm-loss-validation_valid_lm loss validation ppl vs tokens.csv
MLM,ur50_all1ep_valid_loss/ur50_mlm_3b,mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch,lm-loss-validation_valid_lm loss validation ppl vs tokens,run-mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation ppl vs tokens.csv
MLM,ur50_all1ep_valid_loss/ur50_mlm_3b,mlm_3b_ur50_noreg_tk200b_cl1024_bsz1m_scratch,lm-loss-validation_valid_lm loss validation vs tokens,run-mlm_3b_ur50_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
MLM,ur50_all1ep_valid_loss/ur50_mlm_3b_epoch_shuffle,mlm_3b_overfit_bsz1m,lm-loss-validation_valid_lm loss validation vs tokens,run-mlm_3b_overfit_bsz1m-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
MLM,ur50_all1ep_valid_loss/ur50_mlm_3b_epoch_shuffle,mlm_3b_overfit_bsz1m_2,lm-loss-validation_valid_lm loss validation ppl vs tokens,run-mlm_3b_overfit_bsz1m_2-tag-lm-loss-validation_valid_lm loss validation ppl vs tokens.csv
MLM,ur50_all1ep_valid_loss/ur50_mlm_3b_epoch_shuffle_副本,mlm_3b_overfit_bsz1m,lm-loss-validation_valid_lm loss validation vs tokens,run-mlm_3b_overfit_bsz1m-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
MLM,ur50_all1ep_valid_loss/ur50_mlm_3b_epoch_shuffle_副本,mlm_3b_overfit_bsz1m_2,lm-loss-validation_valid_lm loss validation vs tokens,run-mlm_3b_overfit_bsz1m_2-tag-lm-loss-validation_valid_lm loss validation vs tokens.csv
MLM,ur50_all1ep_valid_loss/ur50_mlm_3b_full_shuffle,mlm_3b_overfit_bsz1m_2,lm-loss-validation_valid_lm loss validation ppl vs tokens,run-mlm_3b_overfit_bsz1m_2-tag-lm-loss-validation_valid_lm loss validation ppl vs tokens.csv
