C_target,C_matched,N,L,D_row,D_c6n,run
1.9563983435170647e+21,1.956534111917e+21,10682105856,2.1027636528015137,30513561600,30526660477.68787,run-mlm_10b_all1.33ep_noreg_tk263b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
2.3272024789604122e+21,2.326777271041e+21,2834283904,1.9279673099517824,136524595200,136823347616.26147,run-mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
2.465811075822604e+21,2.465849015976e+21,2834283904,1.9323501586914065,144703488000,145001294830.06088,run-mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
3.107866187782014e+21,3.107718607986e+21,2834283904,1.8679951429367063,182452224000,182745666586.1939,run-mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
3.4891012134067807e+21,3.489488673837e+21,10682105856,2.0334668159484863,54421094400,54444456315.96445,run-mlm_10b_all1.33ep_noreg_tk263b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
4.3976036093027125e+21,4.397159138132e+21,10682105856,2.006216526031494,68576870400,68606309114.948105,run-mlm_10b_all1.33ep_noreg_tk263b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
4.6595256686646867e+21,4.659375050039e+21,10682105856,1.989486575126648,72666316800,72697511034.64755,run-mlm_10b_all1.33ep_noreg_tk263b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
7.401959996915652e+21,7.402556897686e+21,10682105856,1.9353504180908203,115448217600,115497777271.57422,run-mlm_10b_all1.33ep_noreg_tk263b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
8.309941949353387e+21,8.310227361981e+21,10682105856,1.91370952129364,129603993600,129659630070.55788,run-mlm_10b_all1.33ep_noreg_tk263b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
1.1758495540521581e+22,1.1759375126302e+22,10682105856,1.857705354690552,183395942400,183474670706.6958,run-mlm_10b_all1.33ep_noreg_tk263b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
