obj,dir,run,N_dir,N_file,budget_label,C_final,L_last,L_last5,L_last5_sd,span_last5,n,bad_axis,dir_vs_file,budget,C_over_budget,used
CLM,127M_flops,run-gpt_130M_1024l_1e20flops_all0.65ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,127699968,130000000.0,1e+20,1.00294638604e+20,2.396822452545166,2.394633913040161,0.007272605993344062,0.004650567113977356,833,False,0.017850938004434252,1e+20,1.00294638604,True
CLM,154M_flops,run-gpt_154M_1024l_1e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,154448288,154000000.0,1e+20,9.3155628682e+19,2.379307746887207,2.3910600185394286,0.007683225723769451,0.005623335545168548,640,False,0.002906732396164563,1e+20,0.93155628682,True
CLM,230M_flops,run-tensorboard_gpt_230M_1024l_1e20flops_all0.36ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,231211008,230000000.0,1e+20,1.00146076316e+20,2.3648276329040527,2.369699239730835,0.0073787607379277465,0.007409885182705219,459,False,0.005251439198337288,1e+20,1.0014607631599999,True
CLM,393M_flops,run-gpt_393M_1024l_1e20flops_all0.21ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,393216000,393000000.0,1e+20,1.00120912898e+20,2.3766438961029053,2.370921754837036,0.00798322064853291,0.013243313425945395,270,False,0.0005494673357816,1e+20,1.00120912898,True
CLM,470M_flops,run-gpt_470M_1024l_1e20flops_all0.18ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,472435184,470000000.0,1e+20,1.00026466393e+20,2.354346990585327,2.363045358657837,0.00580886456633734,0.01528316178833835,225,False,0.0051678661005296524,1e+20,1.00026466393,True
CLM,550M_flops,run-gpt_550M_1024l_1e20flops_all0.15ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,550502400,550000000.0,1e+20,1.00167524359e+20,2.366021156311035,2.3608893871307375,0.00414085622374048,0.01889534883797833,193,False,0.0009130375997392325,1e+20,1.00167524359,True
CLM,680M_flops,run-gpt_500M_1024l_1e20flops_all0.12ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,680205312,500000000.0,1e+20,9.9961190705e+19,2.373086929321289,2.3693992137908935,0.003841793229955119,0.024181468007254372,156,False,0.3077865835882132,1e+20,0.99961190705,True
CLM,880M_flops,run-gpt_880M_1024l_1e20flops_all0.09ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864,880000000.0,1e+20,1.00032949932e+20,2.3751425743103027,2.3839199542999268,0.0062349641515354335,0.029505270783340518,120,False,0.007143587350375217,1e+20,1.00032949932,True
CLM,1.2B_flops,run-gpt_1b_1024l_1e20flops_all0.07ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1208881136,1000000000.0,1e+20,1.00068287429e+20,2.447370767593384,2.4436880588531493,0.0033949552670940932,0.08814589665340637,44,False,0.1896952508357182,1e+20,1.00068287429,True
CLM,1.5B_flops,run-gpt_1.5b_1024l_1e20flops_all0.05ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1528823808,1500000000.0,1e+20,1.00036731229e+20,2.428196430206299,2.4350013732910156,0.007005127369062749,0.10533910534199029,35,False,0.019033578712934075,1e+20,1.00036731229,True
CLM,393M_flops,run-gpt_393M_1024l_3e20flops_all0.64ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,393216000,393000000.0,3e+20,2.99892286408e+20,2.3059325218200684,2.304789924621582,0.0047566319272148595,0.004264489148147339,808,False,0.0005494673357816,3e+20,0.9996409546933334,True
CLM,550M_flops,run-gpt_550M_1024l_3e20flops_all0.45ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,550502400,550000000.0,3e+20,3.00174990331e+20,2.296074390411377,2.287669849395752,0.008393389075033,0.0056990420758024725,578,False,0.0009130375997392325,3e+20,1.0005833011033334,True
CLM,680M_flops,run-gpt_500M_1024l_3e20flops_all0.37ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,680205312,500000000.0,3e+20,2.99883572117e+20,2.293102979660034,2.293192672729492,0.00651854057402345,0.007061844638737911,468,False,0.3077865835882132,3e+20,0.9996119070566668,True
CLM,880M_flops,run-gpt_880M_1024l_3e20flops_all0.28ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864,880000000.0,3e+20,3.00098849799e+20,2.3002631664276123,2.3007868766784667,0.003987292374735754,0.009983825089655559,359,False,0.007143587350375217,3e+20,1.00032949933,True
CLM,1.2B_flops,run-gpt_1b_1024l_3e20flops_all0.21ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1208881136,1000000000.0,3e+20,3.00220070234e+20,2.305758476257324,2.3149588108062744,0.007451668225057938,0.027404893369011755,132,False,0.1896952508357182,3e+20,1.0007335674466666,True
CLM,1.5B_flops,run-gpt_1.5b_1024l_3e20flops_all0.16ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1528823808,1500000000.0,3e+20,3.00110193689e+20,2.324634075164795,2.3199398040771486,0.005951573954529748,0.03799903799941472,104,False,0.019033578712934075,3e+20,1.0003673122966668,True
CLM,1.7B_flops,run-gpt_1.7b_1024l_3e20flops_all0.14ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1784851968,1700000000.0,3e+20,2.99795695592e+20,2.324178457260132,2.332103061676025,0.005436143893391789,0.03378024118058835,90,False,0.048707229638021765,3e+20,0.9993189853066666,True
CLM,2.4B_flops,run-gpt_2.4b_1024l_3e20flops_all0.1ep_wu10-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,2359296000,2400000000.0,3e+20,3.00210283463e+20,2.32844352722168,2.328933095932007,0.004466631824530307,0.05030419943579737,68,False,0.017105467902939063,3e+20,1.0007009448766666,True
CLM,2.8B_flops,run-gpt_3b_1024l_3e20flops_all0.09ep_wu10-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,2834283904,3000000000.0,3e+20,2.99253867564e+20,2.338700771331787,2.3490352630615234,0.01012735997611126,0.0705433746432207,56,False,0.05682297457657763,3e+20,0.99751289188,True
CLM,880M_flops,run-gpt_880M_lr3.5_1024l_all0.94ep_1e21flops-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864,880000000.0,1e+21,1.000332289018e+21,2.213336706161499,2.2211021423339843,0.006162471228868978,0.003572414600860412,1000,False,0.007143587350375217,1e+21,1.000332289018,True
CLM,1.5B_flops,run-gpt_1.5b_1024l_1e21flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1528823808,1500000000.0,1e+21,1.000367312297e+21,2.214428186416626,2.214229917526245,0.004475441265100705,0.010101010100777847,347,False,0.019033578712934075,1e+21,1.000367312297,True
CLM,2.4B_flops,run-gpt_2.4b_1024l_1e21flops_all0.35ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,2359296000,2400000000.0,1e+21,9.99795131587e+20,2.210998296737671,2.2105685234069825,0.005308989345443935,0.015283161787100968,225,False,0.017105467902939063,1e+21,0.9997951315870001,True
CLM,2.8B_flops,run-gpt_3b_1024l_1e21flops_all0.3ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,2834283904,3000000000.0,1e+21,9.99818867825e+20,2.221229553222656,2.214470911026001,0.009012384316082781,0.020971538626404596,187,False,0.05682297457657763,1e+21,0.9998188678250001,True
CLM,3.4B_flops,run-gpt_3.4b_1024l_1e21flops_all0.25ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,3425697792,3400000000.0,1e+21,1.001365243934e+21,2.231316089630127,2.2277814865112306,0.010919457353809068,0.02461081325449356,155,False,0.007529754231449573,1e+21,1.001365243934,True
CLM,5B_flops,run-gpt_5b_1024l_1e21flops_all0.17ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,4917322640,5000000000.0,1e+21,1.003021591331e+21,2.248414993286133,2.254964303970337,0.007067629071039301,0.028497409326024573,109,False,0.01667370891072705,1e+21,1.003021591331,True
CLM,6B_flops,run-gpt_6b_1024l_1e21flops_all0.13ep_wu10-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,6165626880,6000000000.0,1e+21,9.99134354602e+20,2.2697577476501465,2.2652362823486327,0.007966527281249502,0.04462309215937224,86,False,0.02723034591711257,1e+21,0.999134354602,True
CLM,7B_flops,run-gpt_7b_1024l_1e21flops_all0.11ep_wu10-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,7247758312,7000000000.0,1e+21,1.000419374676e+21,2.300961494445801,2.297533559799194,0.0047292562243834175,0.04258229233194995,74,False,0.03478207365477842,1e+21,1.000419374676,True
CLM,13M_flops,run-gpt_10M_bsz0.5M_lr10_1024_noreg_all0.25ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,13192320,10000000.0,,3.945390142e+18,2.580852508544922,2.584738254547119,0.007035679982226064,0.012236937352797796,318,False,0.27704974909458335,,,False
CLM,13M_flops,run-gpt_10M_bsz0.5M_lr10_1024_noreg_all0.75ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,13192320,10000000.0,,1.1836211798e+19,2.5575451850891118,2.560438394546509,0.004025562837344684,0.0038517730823053173,954,False,0.27704974909458335,,,False
CLM,13M_flops,run-gpt_10M_bsz0.5M_lr10_1024_noreg_all1ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,13192320,10000000.0,,1.5781601941e+19,2.554716110229492,2.5551681995391844,0.0006998681327012422,0.004375191647725991,1000,False,0.27704974909458335,,,False
CLM,34M_flops,run-gpt_25M_bsz0.5M_lr6.0_1024_noreg_all0.5ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,33690624,25000000.0,,2.0174961486e+19,2.5153212547302246,2.5185122013092043,0.004807541742817365,0.00594545283683616,636,False,0.29834375419529685,,,False
CLM,34M_flops,run-gpt_25M_bsz0.5M_lr6.0_1024_noreg_all0.25ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,33690624,25000000.0,,1.0087480743e+19,2.535075664520264,2.5389150619506835,0.008792692994034063,0.01223693736274635,318,False,0.29834375419529685,1e+19,1.0087480743000001,True
CLM,65M_flops,run-gpt_49M_bsz0.5M_lr6.0_1024_noreg_all0.25ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,65728000,49000000.0,,1.9693734864e+19,2.485702514648437,2.4908031940460207,0.010906953151519034,0.012236937313527471,318,False,0.2937047161954664,,,False
CLM,85M_flops,run-gpt_85M_bsz0.5M_lr5.5_1024_noreg_all0.25ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656,85000000.0,,2.5520370892e+19,2.4658219814300537,2.4712307929992674,0.011410253892542596,0.012236937320448426,318,False,0.0007690485832456438,,,False
CLM,85M_flops,run-gpt_85M_bsz0.5M_lr5.5_1024_noreg_all1ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656,85000000.0,,1.02081751171e+20,2.4277024269104004,2.4249425888061524,0.0027354507711304286,0.0043751916956423584,1000,False,0.0007690485832456438,1e+20,1.02081751171,True
