Wall time,Step,Value
1702529266.9230738,584056832,2.829756021499634
1702532004.407805,2555379712,2.729463577270508
1702650126.0752947,5381292032,2.5628483295440674
1702650269.4483635,5485101056,2.5632822513580322
1702650410.834118,5587861504,2.5523438453674316
1702650553.4499397,5690621952,2.5554068088531494
1702650586.8290193,5714739200,2.54880952835083
1702650604.110826,5727322112,2.54140305519104
1702650773.5475492,5850005504,2.5546951293945312
1702650853.1329718,5907677184,2.5318357944488525
1702650896.4121175,5939134464,2.5380704402923584
1702651012.2597542,6021971968,2.539846897125244
1702651041.165732,6042943488,2.5166330337524414
1702651153.7794037,6124732416,2.5264320373535156
1702651200.4247682,6158286848,2.5511066913604736
1702651320.2899694,6245318656,2.5388572216033936
1702651366.718752,6278873088,2.52573823928833
1702651585.4256146,6420430848,2.512770414352417
1702651602.7567463,6433013760,2.522756814956665
1702651764.8520298,6550454272,2.5155131816864014
1702652085.1638432,6782189568,2.507094144821167
1702652478.2780058,7066353664,2.4996581077575684
1702652617.5489407,7167016960,2.4831621646881104
1702652652.0558898,7192182784,2.502697706222534
1702652688.3076615,7218397184,2.5043938159942627
1702652689.7533035,7219445760,2.4903385639190674
1702652725.8843215,7244611584,2.503382921218872
1702652832.7347138,7322206208,2.490926504135132
1702652897.0240831,7352614912,2.490588903427124
1702652899.932181,7354712064,2.489668130874634
1702653042.030841,7457472512,2.49334716796875
1702653438.179978,7743733760,2.4832425117492676
1702653451.1887846,7753170944,2.4720849990844727
1702653583.816037,7849639936,2.481308937072754
1702653629.7200816,7882145792,2.481813669204712
1702653686.353937,7923040256,2.4662201404571533
1702653839.4908407,8034189312,2.4756243228912354
1702653887.2893736,8068792320,2.4685730934143066
1702654001.2916923,8151629824,2.4673705101013184
1702654238.566006,8322547712,2.4631717205047607
1702654258.8231022,8337227776,2.46928071975708
1702654773.0903275,8693743616,2.4590044021606445
1702655111.7155468,8940158976,2.440211057662964
1702655179.7388587,8989442048,2.4565603733062744
1702655296.7924724,9074376704,2.469672679901123
1702655377.19461,9132048384,2.434404134750366
1702655439.5259287,9177137152,2.4324426651000977
1702655458.3004706,9190768640,2.4417529106140137
1702655593.396979,9289334784,2.443967580795288
1702655792.0182176,9434038272,2.4467403888702393
1702656023.6268916,9585033216,2.433171272277832
1702656447.373857,9894363136,2.452625274658203
1702656626.081462,10025435136,2.4187870025634766
1702656921.2383742,10240393216,2.434415102005005
1702657459.025311,10614734848,2.4216229915618896
1702657689.271939,10782507008,2.420163631439209
1702657860.0384967,10907287552,2.4274253845214844
1702657897.685147,10934550528,2.4003822803497314
1702657975.1207938,10991173632,2.419135093688965
1702658087.9004955,11072962560,2.423370122909546
1702658622.1162703,11464081408,2.4294068813323975
1702658880.0338185,11637096448,2.4085028171539307
1702659227.8255606,11891900416,2.378386974334717
1702659547.112503,12125732864,2.3967998027801514
1702659823.5642297,12327059456,2.3921055793762207
1702660041.2076454,12486443008,2.3925044536590576
1702660336.848007,12686721024,2.3972907066345215
1702660540.058302,12835618816,2.3982887268066406
1702660568.3518522,12856590336,2.3952245712280273
1702661513.5883317,13546553344,2.384767770767212
1702662402.2450538,14180941824,2.381584644317627
1702662889.3684146,14537457664,2.3490335941314697
1702662898.0604925,14543749120,2.37945556640625
1702663069.512216,14669578240,2.384734630584717
1702663193.4246695,14745075712,2.3609771728515625
1702663381.4872425,14882439168,2.370142698287964
1702663658.349524,15085862912,2.351732015609741
1702664220.1104426,15497953280,2.3841142654418945
1702664579.4613125,15746465792,2.3653664588928223
1702664860.6689987,15954083840,2.3475937843322754
1702664900.7351837,15983443968,2.375490665435791
1702665466.112725,16397631488,2.356821060180664
1702665709.1344829,16575889408,2.3657660484313965
1702665766.118184,16617832448,2.3675928115844727
1702665803.3498616,16645095424,2.346789598464966
1702666327.7008264,17013145600,2.3583128452301025
1702666593.1775117,17208180736,2.3505799770355225
1702666742.6097524,17317232640,2.369128942489624
1702667089.404799,17572036608,2.353992462158203
1702668750.1961815,18770558976,2.352947235107422
1702668794.9272034,18803064832,2.34027361869812
1702668799.1855285,18806210560,2.331118583679199
1702668856.4684186,18848153600,2.33579158782959
1702669199.990906,19081986048,2.362438201904297
1702669483.1640074,19288555520,2.3510818481445312
1702669926.3288367,19612565504,2.353022813796997
1702669929.161798,19614662656,2.3305797576904297
1702670050.6990523,19703791616,2.3365554809570312
1702670067.8555088,19716374528,2.3291356563568115
1702670278.1816266,19869466624,2.328841209411621
1702670547.0774922,20050870272,2.3452250957489014
1702671085.3604364,20444086272,2.3355112075805664
1702671314.303698,20610809856,2.3420863151550293
1702671707.8816035,20898119680,2.3268470764160156
1702671906.87369,21028143104,2.3268589973449707
1702672042.7418249,21126709248,2.325517416000366
1702672287.2421153,21304967168,2.3347084522247314
1702672354.287304,21354250240,2.3417937755584717
1702672374.3761587,21368930304,2.3406145572662354
1702672375.7780864,21369978880,2.312082052230835
1702672479.7937768,21445476352,2.344418525695801
1702672624.0803294,21551382528,2.353989839553833
1702672774.8671207,21661483008,2.3167145252227783
1702673003.5176284,21828206592,2.329169750213623
1702673134.9438035,21924675584,2.3176989555358887
1702673265.1111455,22020096000,2.3413589000701904
1702673816.0260243,22409117696,2.3250935077667236
1702673861.3605173,22442672128,2.329566717147827
1702673888.2811725,22462595072,2.3224658966064453
1702674064.6142542,22592618496,2.3284590244293213
1702674124.3723028,22636658688,2.310758113861084
1702674282.7243488,22752002048,2.3313660621643066
1702674385.646126,22827499520,2.3402514457702637
1702674392.7072995,22832742400,2.294952869415283
1702674828.3074915,23135780864,2.3373563289642334
1702675279.786399,23467130880,2.3482682704925537
1702675316.7335727,23494393856,2.3244781494140625
1702675544.3605356,23661117440,2.316530227661133
1702675927.7399805,23942135808,2.3196427822113037
1702676984.7779958,24700256256,2.309704542160034
1702677604.978065,25155338240,2.2958128452301025
1702678298.3072922,25646071808,2.3156609535217285
1702678383.7585802,25708986368,2.3040242195129395
1702679377.7793875,26422018048,2.2930374145507812
1702679380.7146273,26424115200,2.2742319107055664
1702679891.6547914,26798456832,2.3009257316589355
1702679976.5338562,26861371392,2.2855589389801025
1702679989.21432,26870808576,2.3219919204711914
1702680778.7715247,27435991040,2.278683662414551
1702680981.229043,27584888832,2.308905839920044
1702681068.2219746,27648851968,2.289108991622925
1702681258.0157747,27787264000,2.280223846435547
1702681728.7806602,28132245504,2.3229923248291016
1702682529.094026,28701622272,2.299940347671509
1702682783.416156,28888268800,2.2840309143066406
1702682927.4400713,28993126400,2.2996883392333984
1702682979.8874643,29031923712,2.2940728664398193
1702683201.0790632,29195501568,2.2910962104797363
1702683452.9265285,29364322304,2.304622173309326
1702683675.2029784,29527900160,2.294522762298584
1702683905.571525,29696720896,2.2933144569396973
1702684099.023389,29839327232,2.2891297340393066
1702684287.1629634,29976690688,2.317066192626953
1702684471.4507685,30111956992,2.303165912628174
1702684781.9184115,30339497984,2.2811293601989746
1702685113.6654873,30563893248,2.2767844200134277
1702685138.7558618,30581719040,2.286475419998169
