Wall time,Step,Value
1713320270.1638415,256901120,2.7009143829345703
1713320475.6861918,488636416,2.6477513313293457
1713320562.9242826,584056832,2.639742612838745
1713320692.884774,691011584,2.632639169692993
1713320829.9761622,844103680,2.625734806060791
1713321100.1916127,1076887552,2.6197564601898193
1713321200.2191603,1188036608,2.6048178672790527
1713321552.5182836,1529872384,2.6028456687927246
1713321588.111345,1567621120,2.5981318950653076
1713321602.9983711,1584398336,2.6010377407073975
1713322066.4839618,2035286016,2.5842373371124268
1713322084.8628626,2056257536,2.584367275238037
1713322699.6436663,2625634304,2.544574499130249
1713322965.7851546,2824863744,2.530702829360962
1713323021.4564211,2888826880,2.5226335525512695
1713323460.1043718,3234856960,2.5054357051849365
1713323606.439123,3399483392,2.4870710372924805
1713323634.320158,3427794944,2.4898297786712646
1713324686.4046123,4283432960,2.4395751953125
1713324800.6626246,4348444672,2.444843292236328
1713324992.596211,4539285504,2.434375047683716
1713325417.6569302,4837081088,2.4379096031188965
1713326094.3675377,5382340608,2.416518211364746
1713326174.4045463,5440012288,2.404622793197632
1713326325.6055286,5518655488,2.3981499671936035
1713326448.5331798,5578424320,2.392643451690674
1713326511.8397908,5623513088,2.3937535285949707
1713326653.1203015,5777653760,2.401052236557007
1713327088.9361444,6038749184,2.3840792179107666
1713327164.6541445,6116343808,2.3819897174835205
1713327194.7962883,6151995392,2.3806686401367188
1713327335.0688689,6272581632,2.380737066268921
1713327354.7794902,6289358848,2.3797426223754883
1713327637.164635,6408896512,2.3574934005737305
1713327809.02788,6585057280,2.3708174228668213
1713327927.0052285,6667894784,2.3738222122192383
1713328405.68623,6998196224,2.3573977947235107
1713328500.5111012,7057965056,2.3567092418670654
1713328854.0140865,7253000192,2.337825298309326
1713328966.5857544,7338983424,2.3418595790863037
1713329644.6282804,7711227904,2.3404734134674072
1713329737.1032805,7798259712,2.3394510746002197
1713329779.71938,7827619840,2.3344624042510986
1713330301.4727483,8103395328,2.3233938217163086
1713330306.7597752,8106541056,2.334043502807617
1713330772.86293,8374976512,2.3186306953430176
1713331138.413946,8616148992,2.320267677307129
1713331519.9822598,8805941248,2.322594404220581
1713331764.1790032,8964276224,2.3257217407226562
1713331769.4206216,8970567680,2.320924758911133
1713331867.4575903,9037676544,2.3251707553863525
1713331962.1841054,9084862464,2.3151397705078125
1713332029.2798529,9117368320,2.312458038330078
1713332194.1745546,9178185728,2.3108127117156982
1713332233.684832,9203351552,2.310474157333374
1713332972.077773,9597616128,2.3031132221221924
1713333182.2869437,9743368192,2.2940568923950195
1713333217.1330876,9765388288,2.3057143688201904
1713333302.7547061,9814671360,2.303386926651001
1713333360.381191,9844031488,2.2978975772857666
1713333951.4812763,10142875648,2.2983620166778564
1713334083.0965083,10228858880,2.2885818481445312
1713334262.1404488,10315890688,2.301698923110962
1713334335.9484208,10347347968,2.2926909923553467
1713334526.692864,10432282624,2.2884247303009033
1713334531.4199178,10434379776,2.27488374710083
1713334584.764646,10464788480,2.2794947624206543
1713334610.1954422,10479468544,2.281726837158203
1713334837.4409666,10613686272,2.299541711807251
1713335011.003169,10704912384,2.2957916259765625
1713335548.9154954,10959716352,2.278656005859375
1713335847.067129,11111759872,2.2876172065734863
1713335964.8185196,11163140096,2.2836673259735107
1713336111.3154824,11238637568,2.2770891189575195
1713336782.3821163,11564744704,2.2806034088134766
1713337145.5439823,11757682688,2.276088237762451
1713338533.4383435,12423528448,2.262200355529785
1713338580.725829,12453937152,2.258434295654297
1713338693.7699146,12536774656,2.262817859649658
1713339360.4454904,12830375936,2.253769636154175
1713339486.7325163,12915310592,2.2615180015563965
1713339672.0375702,13003390976,2.2368812561035156
1713340030.9596605,13164871680,2.2485506534576416
1713340350.6953502,13326352384,2.2789649963378906
1713341414.263891,13829668864,2.2361185550689697
1713341877.3030446,13998489600,2.2434139251708984
1713342027.9036105,14070841344,2.2395503520965576
1713342216.9588196,14179893248,2.240245819091797
1713342320.4880366,14217641984,2.2441978454589844
1713342500.7631216,14285799424,2.246413230895996
1713342556.2788332,14310965248,2.2361197471618652
1713342913.3292255,14473494528,2.2517595291137695
1713343176.7086217,14593032192,2.2497949600219727
1713343417.7038233,14687404032,2.2343802452087402
1713343887.5892112,14878244864,2.2252635955810547
1713343932.7842999,14897119232,2.2288522720336914
1713344833.717676,15286140928,2.247011661529541
1713344961.8813224,15357444096,2.2206714153289795
1713345545.7487044,15591276544,2.2212111949920654
1713345658.5662534,15646851072,2.2207417488098145
1713345881.3098128,15749611520,2.220264434814453
1713346004.1708498,15803088896,2.221876859664917
1713346964.439046,16207839232,2.216355800628662
1713347338.1801205,16369319936,2.2220287322998047
1713348885.774224,17030971392,2.2235186100006104
1713349364.7812521,17226006528,2.210646629333496
1713350082.4291646,17544773632,2.2157785892486572
1713350096.4809544,17548967936,2.2053122520446777
1713350534.7158,17729323008,2.214660882949829
1713350769.6805978,17828937728,2.2042791843414307
1713350787.5710006,17843617792,2.208132743835449
1713353500.1616976,18967691264,2.1964714527130127
1713353549.2866566,18989711360,2.2078099250793457
1713354076.4303882,19223543808,2.1961123943328857
1713354329.5132756,19325255680,2.2015180587768555
1713354818.7266257,19540213760,2.193058729171753
1713355149.8228774,19670237184,2.1973369121551514
1713355178.8750944,19680722944,2.203610420227051
1713355477.4678073,19823329280,2.1920742988586426
1713356056.0091412,20038287360,2.216132879257202
1713356068.186951,20042481664,2.186006784439087
1713356071.7314978,20043530240,2.2033445835113525
1713356736.3433003,20319305728,2.2116990089416504
1713356843.6910036,20364394496,2.1759772300720215
1713357023.016815,20449329152,2.193214178085327
1713357918.9595582,20805844992,2.1930227279663086
1713357994.311113,20826816512,2.1967554092407227
1713359616.9510856,21489516544,2.188877820968628
1713359805.1136842,21575499776,2.189058780670166
1713360351.6134105,21797797888,2.1976542472839355
1713360728.1698256,21965570048,2.1986653804779053
1713360776.0703936,21999124480,2.1803009510040283
1713361233.6122825,22156410880,2.1717798709869385
1713361301.633041,22194159616,2.200585126876831
1713361394.5808072,22236102656,2.1844115257263184
1713361629.6218715,22347251712,2.172532558441162
1713362369.0015528,22655533056,2.1817798614501953
1713362925.780106,22872588288,2.180663824081421
1713363814.0196683,23222812672,2.188474416732788
1713364408.709125,23466082304,2.1803078651428223
1713365811.592473,24035459072,2.17657470703125
1713366175.9614513,24192745472,2.1767523288726807
1713366267.074412,24229445632,2.177765369415283
1713366779.6556194,24430772224,2.1851518154144287
1713368830.0396848,25246564352,2.1746890544891357
1713369619.4716482,25563234304,2.171642303466797
1713370146.5906115,25802309632,2.1822075843811035
1713370492.40875,25919750144,2.173595905303955
1713370597.8484328,25961693184,2.1567914485931396
1713370731.517188,26024607744,2.181943893432617
1713371103.3691945,26171408384,2.165522336959839
1713371144.0828245,26191331328,2.1715734004974365
1713371907.363228,26476544000,2.157602548599243
1713372450.2060277,26705133568,2.1877076625823975
1713372876.9224916,26857177088,2.1475863456726074
1713374262.4574022,27426553856,2.1435940265655518
1713374558.3069732,27539800064,2.1525559425354004
1713375422.7593498,27879538688,2.149872303009033
1713375658.4098682,27990687744,2.1337902545928955
1713375667.088891,27994882048,2.170356273651123
1713376047.7188554,28118614016,2.1386494636535645
1713376048.597047,28119662592,2.1451196670532227
1713376308.9472752,28222423040,2.1344075202941895
1713376703.2013583,28362932224,2.1430318355560303
1713377993.6375918,28858908672,2.1457931995391846
1713378501.2710845,29051846656,2.137892484664917
1713378684.977886,29128392704,2.1562318801879883
1713378727.0158255,29143072768,2.145009756088257
1713379025.806183,29274144768,2.148117780685425
1713380659.1529486,29901193216,2.153050661087036
1713381383.388381,30191648768,2.1246962547302246
1713381387.498404,30193745920,2.149195432662964
1713381918.5385308,30382489600,2.145052194595337
1713382299.7252762,30534533120,2.1378791332244873
1713382328.4559557,30541873152,2.1430821418762207
1713382676.41226,30681333760,2.1261579990386963
1713382799.489054,30734811136,2.1545164585113525
1713383119.9831798,30861688832,2.142754554748535
1713383623.0810008,31059869696,2.1462643146514893
1713383750.5024247,31113347072,2.1466355323791504
1713383758.5040722,31119638528,2.1406359672546387
1713384523.847975,31419531264,2.1402037143707275
1713384873.2093701,31528583168,2.1402578353881836
1713385552.9976869,31807504384,2.130934476852417
1713386265.823831,32102154240,2.134558916091919
